fecha,cola_nombre,alertadas,respondidas,manejadas,no_contestadas,salientes,tiempoManejo,EnPlataforma,Ocupado_GestionBackOffice,Disponible,tiempoAlertado,tiempoConversacion_Entrantes,tasa_abandono,ratio_ocupacion,AHT,ASA,ATT
2025-09-29,CMP_MKT_BGP_ESSD8401,1473,1419,2014,54,595,2.6,464.18,3.08,0.04,0.09,2.12,3.25,98.08,0.04,0.1,0.04
2025-09-30,CMP_COV_BGPURGENCIAS_ESSD8401,12,8,8,4,0,0.05,366.47,0.5,0.05,0.0,0.04,21.43,48.39,0.03,0.0,0.03
2025-09-30,CMP_COV_BGP_ESSD8401,649,610,811,39,201,2.24,412.35,0.65,0.06,0.08,1.94,3.04,83.47,0.03,0.07,0.02
2025-09-30,CMP_MKT_BGPURGENCIAS_ESSD8401,9,8,46,1,38,0.22,460.13,2.87,0.0,0.0,0.07,5.0,96.76,0.03,0.1,0.02
2025-09-30,CMP_MKT_BGP_ESSD8401,1324,1277,1998,47,721,2.06,463.88,3.45,0.03,0.07,1.59,2.86,96.94,0.04,0.09,0.03
2025-10-01,CMP_COV_BGPURGENCIAS_ESSD8401,15,14,14,1,0,0.06,399.55,0.16,0.03,0.01,0.05,7.14,75.2,0.03,0.2,0.03
2025-10-01,CMP_COV_BGP_ESSD8401,562,514,702,48,188,2.23,425.42,1.08,0.11,0.09,1.91,4.53,90.0,0.04,0.07,0.03
2025-10-01,CMP_MKT_BGPURGENCIAS_ESSD8401,13,13,47,0,34,0.17,455.18,2.93,0.01,0.01,0.05,0.0,94.23,0.02,0.14,0.02
2025-10-01,CMP_MKT_BGP_ESSD8401,1357,1291,1729,66,438,2.13,462.0,3.58,0.03,0.07,1.8,5.03,97.53,0.04,0.09,0.04
2025-10-02,CMP_COV_BGPURGENCIAS_ESSD8401,16,13,13,3,0,0.04,376.81,0.1,0.03,0.01,0.04,12.5,70.16,0.03,0.19,0.02
2025-10-02,CMP_COV_BGP_ESSD8401,531,480,643,51,163,1.93,403.48,0.93,0.22,0.07,1.65,5.46,87.58,0.04,0.07,0.03
2025-10-02,CMP_MKT_BGPURGENCIAS_ESSD8401,12,11,173,1,162,1.04,486.57,1.73,0.05,0.01,0.12,4.17,94.51,0.03,0.09,0.02
2025-10-02,CMP_MKT_BGP_ESSD8401,1310,1263,1581,47,318,2.25,457.83,3.12,0.05,0.08,1.95,2.29,98.34,0.04,0.09,0.04
2025-10-03,CMP_COV_BGPURGENCIAS_ESSD8401,26,22,23,4,1,0.09,359.25,0.61,0.13,0.01,0.09,20.0,50.41,0.04,0.0,0.04
2025-10-03,CMP_COV_BGP_ESSD8401,441,400,531,41,131,1.43,375.71,0.88,0.2,0.06,1.25,4.32,80.22,0.04,0.06,0.03
2025-10-03,CMP_MKT_BGPURGENCIAS_ESSD8401,8,7,174,1,167,1.04,426.91,3.41,0.02,0.01,0.11,8.33,97.84,0.02,0.1,0.03
2025-10-03,CMP_MKT_BGP_ESSD8401,1098,1066,1500,32,434,2.18,421.66,3.11,0.03,0.07,1.78,1.89,97.97,0.04,0.09,0.04
2025-10-06,CMP_COV_BGPURGENCIAS_ESSD8401,17,14,26,3,12,0.07,382.57,0.18,0.05,0.0,0.04,6.67,62.38,0.03,0.16,0.02
2025-10-06,CMP_COV_BGP_ESSD8401,605,549,655,56,106,1.89,417.11,0.36,0.24,0.09,1.67,4.14,82.41,0.04,0.07,0.02
2025-10-06,CMP_MKT_BGPURGENCIAS_ESSD8401,14,14,192,0,178,0.81,484.79,4.34,0.02,0.01,0.09,0.0,81.03,0.02,0.13,0.03
2025-10-06,CMP_MKT_BGP_ESSD8401,1419,1371,1749,48,378,2.67,464.84,3.07,0.02,0.1,2.3,3.26,97.77,0.04,0.09,0.04
2025-10-07,CMP_COV_BGPURGENCIAS_ESSD8401,13,13,39,0,26,0.08,434.71,0.33,0.03,0.0,0.04,0.0,71.46,0.03,0.14,0.03
2025-10-07,CMP_COV_BGP_ESSD8401,518,465,548,53,83,1.62,422.3,0.87,0.14,0.08,1.42,4.25,86.52,0.03,0.07,0.02
2025-10-07,CMP_MKT_BGPURGENCIAS_ESSD8401,7,6,168,1,162,1.22,485.08,3.89,0.03,0.0,0.14,12.5,95.85,0.03,0.13,0.03
2025-10-07,CMP_MKT_BGP_ESSD8401,1434,1388,1740,46,352,2.45,451.45,3.01,0.02,0.09,2.13,3.57,97.08,0.04,0.1,0.04
2025-10-08,CMP_COV_BGPURGENCIAS_ESSD8401,24,22,42,2,20,0.1,413.35,0.33,0.05,0.01,0.06,10.91,65.18,0.03,0.0,0.02
2025-10-08,CMP_COV_BGP_ESSD8401,465,414,531,51,117,1.79,417.04,0.27,0.11,0.08,1.57,4.69,84.83,0.03,0.07,0.02
2025-10-08,CMP_MKT_BGPURGENCIAS_ESSD8401,2,1,136,1,135,0.97,487.75,4.34,0.02,0.0,0.0,16.67,98.1,0.02,0.13,0.0
2025-10-08,CMP_MKT_BGP_ESSD8401,1315,1284,1635,31,351,2.2,460.19,3.27,0.02,0.09,1.86,2.35,98.19,0.04,0.1,0.04
2025-10-09,CMP_COV_BGPURGENCIAS_ESSD8401,18,15,60,3,45,0.11,409.83,0.22,0.03,0.01,0.04,16.67,67.26,0.02,0.0,0.02
2025-10-09,CMP_COV_BGP_ESSD8401,511,451,559,60,108,1.78,423.59,0.23,0.09,0.08,1.6,5.16,89.66,0.04,0.09,0.03
2025-10-09,CMP_MKT_BGPURGENCIAS_ESSD8401,19,15,118,4,103,0.63,482.63,2.81,0.03,0.01,0.13,16.67,95.76,0.02,0.18,0.02
2025-10-09,CMP_MKT_BGP_ESSD8401,1155,1123,1557,32,434,2.12,455.94,3.28,0.02,0.07,1.77,1.75,97.58,0.04,0.08,0.03
2025-10-10,CMP_COV_BGPURGENCIAS_ESSD8401,17,16,50,1,34,0.08,374.87,0.19,0.05,0.0,0.04,4.55,61.77,0.03,0.17,0.02
2025-10-10,CMP_COV_BGP_ESSD8401,520,472,595,48,123,1.76,413.99,0.5,0.12,0.07,1.51,10.5,83.14,0.04,0.08,0.03
2025-10-10,CMP_MKT_BGPURGENCIAS_ESSD8401,12,9,131,3,122,0.66,427.8,4.47,0.01,0.01,0.06,12.0,97.88,0.02,0.14,0.01
2025-10-10,CMP_MKT_BGP_ESSD8401,1060,1022,1452,38,430,2.27,413.11,3.06,0.02,0.08,1.89,2.46,98.79,0.04,0.09,0.04
2025-10-13,CMP_COV_BGPURGENCIAS_ESSD8401,18,16,44,2,28,0.13,406.59,0.27,0.05,0.01,0.06,7.41,77.25,0.03,0.16,0.03
2025-10-13,CMP_COV_BGP_ESSD8401,487,449,582,38,133,1.71,431.43,0.86,0.2,0.06,1.47,3.38,81.04,0.04,0.07,0.02
2025-10-13,CMP_MKT_BGPURGENCIAS_ESSD8401,7,7,53,0,46,0.47,483.59,0.95,0.02,0.0,0.07,0.0,94.92,0.03,0.11,0.03
2025-10-13,CMP_MKT_BGP_ESSD8401,1076,1036,1583,40,547,2.08,458.89,3.38,0.03,0.07,1.68,3.06,96.17,0.04,0.09,0.03
2025-10-14,CMP_COV_BGPURGENCIAS_ESSD8401,19,17,30,2,13,0.09,418.85,0.21,0.04,0.0,0.06,10.0,72.15,0.03,0.18,0.03
2025-10-14,CMP_COV_BGP_ESSD8401,602,542,669,60,127,2.13,430.13,0.26,0.09,0.09,1.92,5.11,87.24,0.04,0.07,0.03
2025-10-14,CMP_MKT_BGPURGENCIAS_ESSD8401,12,11,94,1,83,0.55,484.8,3.37,0.04,0.01,0.11,6.25,85.78,0.02,0.1,0.03
2025-10-14,CMP_MKT_BGP_ESSD8401,1373,1329,1842,44,513,2.38,462.97,2.98,0.03,0.09,1.97,2.1,98.39,0.04,0.09,0.03
2025-10-15,CMP_COV_BGPURGENCIAS_ESSD8401,24,21,38,3,17,0.11,418.42,0.12,0.06,0.01,0.08,6.48,67.28,0.04,0.14,0.03
2025-10-15,CMP_COV_BGP_ESSD8401,607,557,660,50,103,2.09,443.2,0.8,0.06,0.09,1.83,3.97,90.0,0.04,0.07,0.02
2025-10-15,CMP_MKT_BGPURGENCIAS_ESSD8401,7,7,121,0,114,0.63,486.96,4.99,0.02,0.0,0.06,0.0,96.38,0.02,0.08,0.02
2025-10-15,CMP_MKT_BGP_ESSD8401,1222,1177,1677,45,500,2.13,461.43,3.51,0.03,0.08,1.74,2.83,98.03,0.04,0.1,0.04
2025-10-16,CMP_COV_BGPURGENCIAS_ESSD8401,18,15,58,3,43,0.08,377.91,0.06,0.03,0.0,0.04,13.33,63.7,0.02,0.12,0.02
2025-10-16,CMP_COV_BGP_ESSD8401,591,543,679,48,136,1.49,415.31,0.24,0.06,0.07,1.33,8.17,79.47,0.03,0.05,0.02
2025-10-16,CMP_MKT_BGPURGENCIAS_ESSD8401,9,7,135,2,128,0.54,469.18,4.62,0.01,0.0,0.06,6.67,96.51,0.03,0.08,0.02
2025-10-16,CMP_MKT_BGP_ESSD8401,1165,1136,1497,29,360,2.02,458.74,3.18,0.03,0.08,1.69,1.43,96.95,0.04,0.09,0.03
2025-10-20,CMP_COV_BGPURGENCIAS_ESSD8401,14,14,36,0,22,0.07,438.7,0.3,0.05,0.0,0.05,0.0,69.35,0.04,0.14,0.03
2025-10-20,CMP_COV_BGP_ESSD8401,663,587,687,76,100,1.87,436.7,0.67,0.12,0.09,1.68,5.04,79.77,0.03,0.07,0.02
2025-10-20,CMP_MKT_BGPURGENCIAS_ESSD8401,5,5,144,0,139,0.38,443.13,4.66,0.04,0.0,0.03,0.0,79.83,0.02,0.06,0.02
2025-10-20,CMP_MKT_BGP_ESSD8401,1299,1246,1784,53,538,2.41,453.29,3.36,0.03,0.09,2.0,2.67,97.14,0.03,0.08,0.03
2025-10-21,CMP_COV_BGPURGENCIAS_ESSD8401,15,15,29,0,14,0.08,413.38,0.14,0.12,0.0,0.04,0.0,62.66,0.04,0.13,0.03
2025-10-21,CMP_COV_BGP_ESSD8401,669,582,712,87,130,1.73,427.17,0.66,0.09,0.09,1.49,5.12,81.58,0.03,0.07,0.02
2025-10-21,CMP_MKT_BGPURGENCIAS_ESSD8401,8,8,135,0,127,0.54,472.13,4.91,0.0,0.0,0.05,0.0,96.09,0.03,0.05,0.01
2025-10-21,CMP_MKT_BGP_ESSD8401,1277,1233,1737,44,504,2.49,447.47,3.18,0.04,0.09,2.05,2.76,94.84,0.04,0.08,0.03
2025-10-22,CMP_COV_BGPURGENCIAS_ESSD8401,14,10,37,4,27,0.09,416.1,0.21,0.06,0.0,0.03,12.96,66.65,0.03,0.16,0.03
2025-10-22,CMP_COV_BGP_ESSD8401,628,569,681,59,112,1.73,414.31,0.63,0.07,0.09,1.55,4.15,84.46,0.03,0.07,0.02
2025-10-22,CMP_MKT_BGPURGENCIAS_ESSD8401,8,7,142,1,135,0.54,443.52,4.23,0.0,0.0,0.04,5.56,99.08,0.03,0.07,0.02
2025-10-22,CMP_MKT_BGP_ESSD8401,1226,1192,1676,34,484,2.11,448.43,3.01,0.03,0.07,1.74,2.99,97.77,0.04,0.1,0.04
2025-10-23,CMP_COV_BGPURGENCIAS_ESSD8401,18,18,25,0,7,0.08,408.54,0.13,0.03,0.0,0.06,0.0,74.25,0.03,0.15,0.03
2025-10-23,CMP_COV_BGP_ESSD8401,672,591,665,81,74,1.74,397.35,0.61,0.05,0.09,1.58,5.52,89.81,0.04,0.09,0.02
2025-10-23,CMP_MKT_BGPURGENCIAS_ESSD8401,4,4,161,0,157,0.52,449.93,4.17,0.01,0.0,0.03,0.0,94.32,0.03,0.06,0.03
2025-10-23,CMP_MKT_BGP_ESSD8401,1181,1151,1587,30,436,2.35,455.73,3.2,0.05,0.08,1.98,2.31,97.58,0.04,0.1,0.04
2025-10-24,CMP_COV_BGPURGENCIAS_ESSD8401,15,12,30,3,18,0.09,413.15,0.27,0.07,0.01,0.04,16.67,57.84,0.03,0.22,0.02
2025-10-24,CMP_COV_BGP_ESSD8401,664,599,724,65,125,2.31,402.08,0.33,0.06,0.1,2.06,6.07,94.16,0.04,0.09,0.03
2025-10-24,CMP_MKT_BGPURGENCIAS_ESSD8401,9,8,229,1,221,0.5,480.54,5.96,0.02,0.0,0.03,3.33,95.98,0.03,0.04,0.01
2025-10-24,CMP_MKT_BGP_ESSD8401,942,908,1266,34,358,2.16,444.19,3.44,0.03,0.08,1.8,2.04,95.89,0.04,0.09,0.03
2025-10-27,CMP_COV_BGPURGENCIAS_ESSD8401,12,12,43,0,31,0.16,421.22,0.0,0.06,0.0,0.06,0.0,67.3,0.04,0.15,0.04
2025-10-27,CMP_COV_BGP_ESSD8401,793,724,847,69,122,2.06,444.67,0.7,0.08,0.1,1.86,10.56,84.21,0.03,0.0,0.0
2025-10-27,CMP_MKT_BGPURGENCIAS_ESSD8401,9,9,212,0,203,0.51,470.79,5.45,0.01,0.0,0.04,0.0,93.97,0.02,0.05,0.02
2025-10-27,CMP_MKT_BGP_ESSD8401,1293,1248,1716,45,468,2.41,464.77,3.21,0.04,0.09,1.94,2.11,97.52,0.04,0.1,0.03
2025-10-28,CMP_COV_BGPURGENCIAS_ESSD8401,13,11,36,2,25,0.11,405.8,0.12,0.06,0.0,0.04,8.33,61.91,0.03,0.13,0.03
2025-10-28,CMP_COV_BGP_ESSD8401,682,594,694,88,99,2.76,425.68,0.3,0.11,0.12,2.51,16.57,94.37,0.04,0.0,0.0
2025-10-28,CMP_MKT_BGPURGENCIAS_ESSD8401,15,15,164,0,149,0.48,470.3,4.5,0.01,0.0,0.08,0.0,93.29,0.02,0.07,0.02
2025-10-28,CMP_MKT_BGP_ESSD8401,1272,1231,1638,41,407,2.43,478.66,3.49,0.03,0.1,2.03,4.66,98.3,0.04,0.11,0.03
2025-10-29,CMP_COV_BGPURGENCIAS_ESSD8401,18,16,32,2,16,0.1,407.58,0.39,0.04,0.0,0.05,6.67,68.54,0.03,0.14,0.03
2025-10-29,CMP_COV_BGP_ESSD8401,719,630,801,89,171,2.29,443.56,1.24,0.11,0.12,2.0,6.06,91.37,0.03,0.08,0.02
2025-10-29,CMP_MKT_BGPURGENCIAS_ESSD8401,13,13,152,0,139,0.47,469.08,4.03,0.01,0.0,0.06,0.0,96.11,0.02,0.09,0.02
2025-10-29,CMP_MKT_BGP_ESSD8401,1179,1134,1581,45,447,2.36,450.58,3.63,0.02,0.08,1.96,2.74,96.62,0.04,0.08,0.03
2025-10-30,CMP_COV_BGPURGENCIAS_ESSD8401,13,12,30,1,18,0.12,403.26,0.22,0.02,0.0,0.04,14.29,62.76,0.02,0.11,0.02
2025-10-30,CMP_COV_BGP_ESSD8401,658,582,650,76,68,1.96,426.82,1.41,0.1,0.1,1.8,13.8,83.37,0.03,0.0,0.03
2025-10-30,CMP_MKT_BGPURGENCIAS_ESSD8401,8,7,126,1,119,0.42,460.2,3.09,0.08,0.0,0.04,10.0,72.24,0.02,0.16,0.02
2025-10-30,CMP_MKT_BGP_ESSD8401,1138,1088,1412,50,324,2.3,455.61,3.02,0.04,0.1,1.93,2.76,96.57,0.04,0.1,0.04
2025-10-31,CMP_COV_BGPURGENCIAS_ESSD8401,12,10,17,2,7,0.05,420.74,0.64,0.03,0.0,0.03,11.11,52.05,0.02,0.0,0.02
2025-10-31,CMP_COV_BGP_ESSD8401,513,469,586,44,117,1.51,407.23,0.7,0.14,0.07,1.35,4.04,81.83,0.03,0.07,0.02
2025-10-31,CMP_MKT_BGPURGENCIAS_ESSD8401,11,11,262,0,251,0.6,495.83,5.04,0.13,0.0,0.05,0.0,85.91,0.03,0.05,0.01
2025-10-31,CMP_MKT_BGP_ESSD8401,986,953,1213,33,260,2.16,428.57,2.82,0.04,0.09,1.84,3.24,96.01,0.04,0.11,0.04
2025-11-03,CMP_COV_BGPURGENCIAS_ESSD8401,25,24,62,1,38,0.13,409.41,0.77,0.05,0.01,0.07,2.27,73.32,0.03,0.15,0.03
2025-11-03,CMP_COV_BGP_ESSD8401,604,534,635,70,101,1.93,435.8,0.31,0.08,0.09,1.76,5.49,89.3,0.03,0.08,0.02
2025-11-03,CMP_MKT_BGPURGENCIAS_ESSD8401,16,15,205,1,190,0.5,546.19,6.02,0.01,0.01,0.06,1.02,90.29,0.02,0.04,0.01
2025-11-03,CMP_MKT_BGP_ESSD8401,1383,1307,1610,76,302,2.93,479.34,3.33,0.03,0.12,2.57,4.65,98.0,0.04,0.1,0.04
2025-11-04,CMP_COV_BGPURGENCIAS_ESSD8401,15,12,34,3,22,0.08,386.51,0.34,0.1,0.0,0.03,16.67,60.79,0.03,0.0,0.02
2025-11-04,CMP_COV_BGP_ESSD8401,599,538,649,61,111,2.04,418.52,0.21,0.12,0.09,1.81,5.03,86.61,0.04,0.08,0.02
2025-11-04,CMP_MKT_BGPURGENCIAS_ESSD8401,7,5,152,2,147,0.42,529.3,4.91,0.02,0.0,0.02,14.58,85.67,0.02,0.0,0.0
2025-11-04,CMP_MKT_BGP_ESSD8401,1247,1198,1524,49,326,2.53,480.58,2.88,0.02,0.1,2.17,2.63,98.8,0.04,0.09,0.04
2025-11-05,CMP_COV_BGPURGENCIAS_ESSD8401,14,10,26,4,16,0.09,432.22,0.1,0.02,0.01,0.05,15.48,77.72,0.03,0.27,0.03
2025-11-05,CMP_COV_BGP_ESSD8401,546,475,580,71,105,2.33,436.99,0.13,0.09,0.11,2.06,7.23,92.53,0.04,0.09,0.03
2025-11-05,CMP_MKT_BGPURGENCIAS_ESSD8401,11,10,250,1,240,0.49,497.49,4.66,0.01,0.0,0.03,1.79,90.29,0.03,0.06,0.01
2025-11-05,CMP_MKT_BGP_ESSD8401,1244,1205,1455,39,250,2.45,466.97,2.89,0.03,0.1,2.12,6.01,94.81,0.04,0.09,0.03
2025-11-06,CMP_COV_BGPURGENCIAS_ESSD8401,12,11,35,1,24,0.08,436.3,0.14,0.02,0.0,0.03,5.56,78.92,0.03,0.16,0.02
2025-11-06,CMP_COV_BGP_ESSD8401,523,492,602,31,109,1.95,433.12,0.17,0.06,0.09,1.71,10.65,85.69,0.03,0.0,0.0
2025-11-06,CMP_MKT_BGPURGENCIAS_ESSD8401,13,12,153,1,141,0.6,541.4,5.47,0.01,0.0,0.08,16.67,92.4,0.02,0.0,0.02
2025-11-06,CMP_MKT_BGP_ESSD8401,1205,1172,1602,33,430,2.13,476.36,3.62,0.02,0.08,1.79,1.89,97.8,0.04,0.09,0.03
2025-11-07,CMP_COV_BGPURGENCIAS_ESSD8401,13,12,29,1,17,0.06,391.75,0.14,0.09,0.0,0.03,11.11,64.7,0.02,0.0,0.01
2025-11-07,CMP_COV_BGP_ESSD8401,541,486,632,55,145,1.81,407.96,0.19,0.12,0.09,1.51,4.52,88.0,0.03,0.07,0.02
2025-11-07,CMP_MKT_BGPURGENCIAS_ESSD8401,10,10,99,0,89,0.4,526.76,4.38,0.02,0.0,0.06,0.0,90.09,0.03,0.09,0.02
2025-11-07,CMP_MKT_BGP_ESSD8401,1057,1028,1516,29,488,2.34,417.85,2.71,0.04,0.09,1.91,1.98,97.82,0.04,0.09,0.03
2025-11-10,CMP_COV_BGPURGENCIAS_ESSD8401,22,17,37,5,20,0.15,463.6,0.57,0.02,0.01,0.09,11.73,87.39,0.04,0.2,0.03
2025-11-10,CMP_COV_BGP_ESSD8401,418,332,427,86,95,2.2,440.24,0.5,0.05,0.15,1.85,9.93,93.84,0.03,0.12,0.02
2025-11-10,CMP_MKT_BGPURGENCIAS_ESSD8401,12,9,177,3,168,0.67,473.57,4.39,0.0,0.01,0.04,10.0,96.15,0.02,0.11,0.01
2025-11-10,CMP_MKT_BGP_ESSD8401,1192,1140,1574,52,434,2.95,475.78,3.44,0.02,0.11,2.44,3.17,96.37,0.04,0.08,0.03
2025-11-11,CMP_COV_BGPURGENCIAS_ESSD8401,31,28,57,3,29,0.1,425.16,0.43,0.04,0.01,0.06,6.94,79.0,0.03,0.17,0.02
2025-11-11,CMP_COV_BGP_ESSD8401,677,613,686,64,72,2.21,434.75,0.87,0.08,0.11,2.04,5.33,90.28,0.03,0.08,0.02
2025-11-11,CMP_MKT_BGPURGENCIAS_ESSD8401,11,9,38,2,29,0.28,478.87,4.01,0.01,0.01,0.04,12.86,91.2,0.03,0.19,0.02
2025-11-11,CMP_MKT_BGP_ESSD8401,1299,1238,1640,61,402,2.1,469.24,3.73,0.03,0.09,1.8,5.41,96.88,0.04,0.11,0.04
2025-11-12,CMP_COV_BGPURGENCIAS_ESSD8401,14,13,36,1,23,0.08,427.32,0.43,0.06,0.0,0.04,5.0,67.29,0.03,0.18,0.03
2025-11-12,CMP_COV_BGP_ESSD8401,663,599,659,64,60,2.02,446.48,0.82,0.08,0.1,1.86,5.13,87.17,0.03,0.08,0.02
2025-11-12,CMP_MKT_BGPURGENCIAS_ESSD8401,13,12,97,1,85,0.59,490.29,4.7,0.02,0.01,0.12,5.0,96.1,0.03,0.06,0.02
2025-11-12,CMP_MKT_BGP_ESSD8401,1349,1295,1633,54,338,2.25,468.83,3.16,0.07,0.1,1.95,2.65,94.74,0.04,0.11,0.04
2025-11-13,CMP_COV_BGPURGENCIAS_ESSD8401,10,9,38,1,29,0.05,410.58,0.3,0.03,0.0,0.01,5.56,58.79,0.01,0.19,0.01
2025-11-13,CMP_COV_BGP_ESSD8401,634,585,684,49,98,2.47,436.15,0.81,0.15,0.12,2.27,4.41,88.91,0.03,0.09,0.03
2025-11-13,CMP_MKT_BGPURGENCIAS_ESSD8401,13,12,238,1,226,0.58,486.09,5.22,0.08,0.0,0.04,12.5,71.87,0.02,0.0,0.01
2025-11-13,CMP_MKT_BGP_ESSD8401,1224,1173,1489,51,316,2.44,468.38,3.43,0.05,0.1,2.13,2.4,94.11,0.04,0.1,0.04
2025-11-14,CMP_COV_BGPURGENCIAS_ESSD8401,14,13,41,1,28,0.11,407.27,0.61,0.2,0.0,0.05,5.56,57.12,0.03,0.18,0.03
2025-11-14,CMP_COV_BGP_ESSD8401,588,534,822,54,288,1.79,412.52,1.05,0.17,0.08,1.46,3.96,81.31,0.03,0.07,0.02
2025-11-14,CMP_MKT_BGPURGENCIAS_ESSD8401,12,11,179,1,168,0.71,480.18,4.64,0.0,0.0,0.08,3.33,99.32,0.02,0.07,0.02
2025-11-14,CMP_MKT_BGP_ESSD8401,1099,1054,1471,45,417,1.99,430.45,3.53,0.05,0.08,1.63,3.4,96.89,0.04,0.09,0.03
2025-11-17,CMP_COV_BGPURGENCIAS_ESSD8401,19,18,35,1,17,0.09,444.34,0.2,0.06,0.0,0.05,3.03,75.67,0.03,0.16,0.03
2025-11-17,CMP_COV_BGP_ESSD8401,765,673,788,92,112,1.78,460.23,1.18,0.08,0.1,1.6,11.6,89.53,0.03,0.0,0.0
2025-11-17,CMP_MKT_BGPURGENCIAS_ESSD8401,6,4,224,2,220,0.57,474.42,5.78,0.0,0.0,0.02,11.11,97.23,0.02,0.15,0.01
2025-11-17,CMP_MKT_BGP_ESSD8401,1291,1224,1554,67,330,2.0,447.7,3.85,0.08,0.09,1.73,6.73,90.94,0.04,0.0,0.03
2025-11-18,CMP_COV_BGPURGENCIAS_ESSD8401,12,9,28,3,19,0.08,434.29,0.35,0.02,0.0,0.04,14.58,73.58,0.03,0.22,0.02
2025-11-18,CMP_COV_BGP_ESSD8401,643,574,704,69,129,1.89,433.61,0.23,0.08,0.09,1.67,11.94,89.09,0.04,0.0,0.0
2025-11-18,CMP_MKT_BGPURGENCIAS_ESSD8401,6,6,78,0,72,0.42,465.57,2.5,0.01,0.0,0.07,0.0,97.74,0.02,0.08,0.03
2025-11-18,CMP_MKT_BGP_ESSD8401,1312,1250,1695,62,445,2.16,461.34,3.35,0.05,0.09,1.82,4.63,96.47,0.04,0.12,0.04
2025-11-19,CMP_COV_BGPURGENCIAS_ESSD8401,11,9,23,2,14,0.06,426.77,0.09,0.17,0.0,0.03,9.26,72.55,0.03,0.19,0.02
2025-11-19,CMP_COV_BGP_ESSD8401,606,561,663,45,102,2.03,444.02,1.34,0.13,0.1,1.81,4.85,87.12,0.04,0.09,0.03
2025-11-19,CMP_MKT_BGPURGENCIAS_ESSD8401,15,12,74,3,62,0.34,468.58,3.2,0.01,0.01,0.06,10.42,88.77,0.02,0.15,0.02
2025-11-19,CMP_MKT_BGP_ESSD8401,1170,1124,1600,46,475,1.95,468.78,3.14,0.06,0.08,1.61,5.47,93.69,0.04,0.1,0.04
2025-11-20,CMP_COV_BGPURGENCIAS_ESSD8401,16,15,35,1,20,0.08,415.24,0.14,0.05,0.0,0.04,3.03,67.74,0.03,0.16,0.03
2025-11-20,CMP_COV_BGP_ESSD8401,598,549,712,49,163,1.6,420.59,0.64,0.12,0.08,1.39,9.36,83.12,0.03,0.07,0.02
2025-11-20,CMP_MKT_BGPURGENCIAS_ESSD8401,8,7,112,1,105,0.45,463.27,4.65,0.0,0.0,0.04,5.0,99.1,0.02,0.07,0.01
2025-11-20,CMP_MKT_BGP_ESSD8401,1206,1157,1662,49,505,2.17,463.79,3.3,0.05,0.09,1.78,2.68,94.88,0.04,0.11,0.04
2025-11-21,CMP_COV_BGPURGENCIAS_ESSD8401,21,17,48,4,31,0.11,421.49,0.63,0.09,0.01,0.06,15.83,75.94,0.03,0.21,0.03
2025-11-21,CMP_COV_BGP_ESSD8401,474,437,655,37,218,1.4,404.76,0.94,0.22,0.06,1.16,8.75,78.49,0.03,0.05,0.02
2025-11-21,CMP_MKT_BGPURGENCIAS_ESSD8401,16,13,124,3,111,0.36,507.88,5.94,0.09,0.01,0.09,3.9,88.83,0.02,0.05,0.02
2025-11-21,CMP_MKT_BGP_ESSD8401,1077,1011,1555,66,544,1.97,443.55,3.21,0.06,0.08,1.56,4.28,96.82,0.04,0.12,0.04
2025-11-22,CMP_MKT_BGPURGENCIAS_ESSD8401,0,0,11,0,11,0.18,428.04,6.55,0.01,0.0,0.0,0.0,96.25,0.02,0.0,0.0
2025-11-24,CMP_COV_BGPURGENCIAS_ESSD8401,13,10,10,3,0,0.05,442.43,0.33,0.48,0.01,0.05,25.0,61.49,0.03,0.0,0.03
2025-11-24,CMP_COV_BGP_ESSD8401,690,614,768,76,154,2.17,417.66,0.73,0.33,0.12,1.91,7.11,83.64,0.03,0.09,0.02
2025-11-24,CMP_MKT_BGPURGENCIAS_ESSD8401,28,27,256,1,229,0.58,464.79,4.84,0.05,0.01,0.11,1.14,91.13,0.02,0.05,0.02
2025-11-24,CMP_MKT_BGP_ESSD8401,1445,1382,2039,63,657,2.5,462.9,3.31,0.05,0.1,2.08,3.14,97.34,0.04,0.11,0.04
2025-11-25,CMP_COV_BGPURGENCIAS_ESSD8401,19,16,16,3,0,0.15,415.25,0.01,0.01,0.01,0.14,10.83,93.5,0.05,0.19,0.05
2025-11-25,CMP_COV_BGP_ESSD8401,689,600,723,89,122,2.11,442.0,1.05,0.07,0.11,1.87,6.36,91.15,0.04,0.1,0.03
2025-11-25,CMP_MKT_BGPURGENCIAS_ESSD8401,12,10,102,2,92,0.34,459.23,4.5,0.1,0.0,0.05,3.7,80.77,0.03,0.07,0.02
2025-11-25,CMP_MKT_BGP_ESSD8401,1341,1299,1824,42,525,2.48,456.73,3.05,0.04,0.1,2.06,2.42,98.58,0.04,0.11,0.04
2025-11-26,CMP_COV_BGPURGENCIAS_ESSD8401,12,11,11,1,0,0.07,408.37,0.36,0.08,0.0,0.06,6.25,74.47,0.04,0.16,0.04
2025-11-26,CMP_COV_BGP_ESSD8401,650,584,691,66,107,2.43,414.28,0.21,0.07,0.13,2.18,6.04,94.88,0.04,0.1,0.03
2025-11-26,CMP_MKT_BGPURGENCIAS_ESSD8401,7,7,101,0,94,0.31,432.33,3.72,0.06,0.0,0.04,0.0,80.56,0.02,0.08,0.01
