fecha,cola_nombre,alertadas,respondidas,manejadas,no_contestadas,salientes,tiempoManejo,EnPlataforma,Ocupado_GestionBackOffice,Disponible,tiempoAlertado,tiempoConversacion_Entrantes,tasa_abandono,ratio_ocupacion,AHT,ASA,ATT
2025-05-30,CMP_MKT_BGPURGENCIAS_ESSD8401,9,9,89,0,80,0.62,439.54,4.35,0.01,0.0,0.12,0.0,98.29,0.03,0.08,0.03
2025-05-30,CMP_MKT_BGP_ESSD8401,931,895,1509,36,614,1.95,426.41,3.66,0.03,0.06,1.37,3.48,98.43,0.04,0.06,0.03
2025-06-02,CMP_COV_BGPURGENCIAS_ESSD8401,19,9,40,10,31,0.08,424.97,0.35,0.04,0.0,0.02,24.24,49.97,0.02,0.0,0.02
2025-06-02,CMP_COV_BGP_ESSD8401,682,580,745,102,165,1.64,441.43,0.92,0.07,0.09,1.41,5.43,85.12,0.03,0.06,0.02
2025-06-02,CMP_MKT_BGPURGENCIAS_ESSD8401,14,13,116,1,103,0.66,486.72,3.27,0.0,0.0,0.13,4.17,99.29,0.03,0.06,0.03
2025-06-02,CMP_MKT_BGP_ESSD8401,1353,1270,1968,83,698,2.55,468.41,3.63,0.01,0.07,2.0,7.03,99.05,0.04,0.08,0.03
2025-06-03,CMP_COV_BGPURGENCIAS_ESSD8401,18,12,31,6,19,0.09,427.98,0.39,0.04,0.0,0.04,20.83,65.17,0.03,0.0,0.03
2025-06-03,CMP_COV_BGP_ESSD8401,705,618,791,87,173,1.61,424.96,0.58,0.05,0.08,1.39,6.01,93.83,0.03,0.08,0.03
2025-06-03,CMP_MKT_BGPURGENCIAS_ESSD8401,11,11,118,0,107,0.42,471.68,3.97,0.04,0.0,0.05,0.0,83.59,0.03,0.05,0.02
2025-06-03,CMP_MKT_BGP_ESSD8401,1292,1224,1708,68,484,2.49,465.0,3.77,0.03,0.08,2.0,4.52,98.55,0.04,0.08,0.03
2025-06-04,CMP_COV_BGPURGENCIAS_ESSD8401,24,15,50,9,35,0.09,432.35,0.27,0.02,0.0,0.05,36.67,61.86,0.03,0.0,0.03
2025-06-04,CMP_COV_BGP_ESSD8401,667,618,751,49,133,1.62,418.64,0.67,0.05,0.07,1.44,3.23,92.2,0.03,0.06,0.02
2025-06-04,CMP_MKT_BGPURGENCIAS_ESSD8401,5,5,89,0,84,0.53,469.88,4.78,0.01,0.0,0.04,0.0,94.92,0.03,0.04,0.02
2025-06-04,CMP_MKT_BGP_ESSD8401,1214,1168,1798,46,630,2.32,469.35,3.93,0.02,0.07,1.76,5.57,95.45,0.04,0.06,0.03
2025-06-05,CMP_COV_BGPURGENCIAS_ESSD8401,16,12,31,4,19,0.09,422.94,0.19,0.02,0.0,0.07,13.33,74.11,0.04,0.0,0.04
2025-06-05,CMP_COV_BGP_ESSD8401,689,630,759,59,129,1.63,410.03,0.56,0.06,0.08,1.46,4.29,90.09,0.04,0.07,0.02
2025-06-05,CMP_MKT_BGPURGENCIAS_ESSD8401,7,6,84,1,78,0.54,477.14,4.76,0.0,0.0,0.05,4.17,98.98,0.03,0.06,0.02
2025-06-05,CMP_MKT_BGP_ESSD8401,1224,1154,1674,70,520,2.33,469.27,3.73,0.02,0.07,1.85,3.51,98.91,0.04,0.07,0.03
2025-06-06,CMP_COV_BGPURGENCIAS_ESSD8401,30,26,48,4,22,0.09,422.82,0.5,0.03,0.01,0.05,8.89,83.31,0.03,0.14,0.02
2025-06-06,CMP_COV_BGP_ESSD8401,650,593,855,57,262,1.55,407.27,0.66,0.09,0.07,1.27,3.96,87.75,0.03,0.07,0.02
2025-06-06,CMP_MKT_BGPURGENCIAS_ESSD8401,6,6,149,0,143,0.58,416.45,4.39,0.0,0.0,0.04,0.0,99.4,0.03,0.04,0.02
2025-06-06,CMP_MKT_BGP_ESSD8401,921,877,1568,44,691,2.06,427.7,3.55,0.02,0.06,1.44,2.73,98.64,0.04,0.07,0.03
2025-06-09,CMP_COV_BGPURGENCIAS_ESSD8401,22,12,48,10,36,0.09,435.89,0.4,0.15,0.01,0.03,45.0,48.79,0.02,0.0,0.02
2025-06-09,CMP_COV_BGP_ESSD8401,821,711,940,110,229,1.86,437.04,0.39,0.15,0.09,1.56,11.1,80.96,0.03,0.06,0.02
2025-06-09,CMP_MKT_BGPURGENCIAS_ESSD8401,10,10,146,0,136,0.68,485.81,3.57,0.04,0.0,0.08,0.0,92.56,0.02,0.08,0.02
2025-06-09,CMP_MKT_BGP_ESSD8401,1154,1078,1733,76,654,2.37,458.64,4.22,0.05,0.07,1.81,9.19,96.92,0.04,0.0,0.04
2025-06-10,CMP_COV_BGPURGENCIAS_ESSD8401,18,14,48,4,34,0.13,445.12,0.37,0.04,0.0,0.05,23.33,66.65,0.03,0.0,0.02
2025-06-10,CMP_COV_BGP_ESSD8401,692,620,770,72,150,1.85,437.88,0.14,0.08,0.08,1.62,4.85,88.52,0.03,0.06,0.02
2025-06-10,CMP_MKT_BGPURGENCIAS_ESSD8401,13,13,20,0,7,0.09,489.44,3.12,0.01,0.01,0.07,0.0,90.06,0.02,0.1,0.02
2025-06-10,CMP_MKT_BGP_ESSD8401,1126,1080,1811,46,731,2.13,465.27,3.97,0.03,0.06,1.53,6.53,94.49,0.04,0.07,0.03
2025-06-11,CMP_COV_BGPURGENCIAS_ESSD8401,13,6,30,7,24,0.08,427.74,0.16,0.01,0.0,0.02,42.86,43.34,0.01,0.0,0.01
2025-06-11,CMP_COV_BGP_ESSD8401,619,543,677,76,134,1.77,422.01,0.69,0.12,0.08,1.55,5.44,88.86,0.03,0.06,0.02
2025-06-11,CMP_MKT_BGPURGENCIAS_ESSD8401,12,11,33,1,22,0.2,484.97,2.89,0.02,0.01,0.08,8.33,87.86,0.02,0.08,0.02
2025-06-11,CMP_MKT_BGP_ESSD8401,1211,1137,1795,74,658,2.23,468.27,3.93,0.02,0.07,1.65,3.56,98.74,0.04,0.07,0.03
2025-06-12,CMP_COV_BGPURGENCIAS_ESSD8401,13,7,26,6,19,0.05,412.85,0.34,0.03,0.0,0.01,33.33,52.7,0.01,0.0,0.01
2025-06-12,CMP_COV_BGP_ESSD8401,596,540,653,56,113,1.72,418.18,0.77,0.17,0.08,1.49,4.91,92.2,0.04,0.07,0.02
2025-06-12,CMP_MKT_BGPURGENCIAS_ESSD8401,13,13,30,0,17,0.17,473.05,1.59,0.01,0.01,0.07,0.0,96.39,0.02,0.11,0.02
2025-06-12,CMP_MKT_BGP_ESSD8401,1185,1132,1711,53,579,2.23,463.76,3.63,0.03,0.07,1.65,3.79,97.77,0.04,0.09,0.04
2025-06-13,CMP_COV_BGPURGENCIAS_ESSD8401,32,20,52,12,32,0.13,411.94,0.13,0.07,0.01,0.08,22.22,59.33,0.02,0.0,0.02
2025-06-13,CMP_COV_BGP_ESSD8401,640,581,699,59,118,1.77,406.65,0.21,0.1,0.08,1.55,6.15,89.06,0.03,0.07,0.02
2025-06-13,CMP_MKT_BGPURGENCIAS_ESSD8401,9,8,25,1,17,0.2,405.3,2.56,0.01,0.01,0.05,4.76,95.3,0.02,0.09,0.01
2025-06-13,CMP_MKT_BGP_ESSD8401,966,910,1566,56,656,2.18,426.54,3.77,0.02,0.06,1.54,5.26,99.05,0.04,0.09,0.04
2025-06-16,CMP_COV_BGPURGENCIAS_ESSD8401,32,16,58,16,42,0.11,400.78,0.31,0.08,0.01,0.04,32.08,58.24,0.03,0.24,0.03
2025-06-16,CMP_COV_BGP_ESSD8401,775,665,834,110,169,1.82,417.34,0.22,0.11,0.08,1.59,11.14,77.04,0.03,0.06,0.02
2025-06-16,CMP_MKT_BGPURGENCIAS_ESSD8401,10,9,66,1,57,0.53,488.88,4.46,0.01,0.01,0.11,16.67,98.65,0.02,0.18,0.03
2025-06-16,CMP_MKT_BGP_ESSD8401,1305,1196,1911,109,715,2.43,470.97,3.97,0.04,0.08,1.77,7.9,95.89,0.04,0.07,0.03
2025-06-17,CMP_COV_BGPURGENCIAS_ESSD8401,16,14,47,2,33,0.06,434.18,0.43,0.03,0.0,0.02,9.09,68.98,0.02,0.15,0.02
2025-06-17,CMP_COV_BGP_ESSD8401,650,587,732,63,145,1.81,426.7,0.28,0.07,0.07,1.59,4.56,85.24,0.03,0.06,0.02
2025-06-17,CMP_MKT_BGPURGENCIAS_ESSD8401,7,6,104,1,98,0.57,492.07,5.26,0.0,0.0,0.05,12.5,98.01,0.05,0.08,0.02
2025-06-17,CMP_MKT_BGP_ESSD8401,1137,1090,1767,47,677,2.43,455.33,3.88,0.02,0.07,1.76,3.52,99.3,0.04,0.07,0.03
2025-06-18,CMP_COV_BGPURGENCIAS_ESSD8401,29,20,55,9,35,0.1,412.87,0.38,0.07,0.0,0.04,18.25,55.37,0.02,0.18,0.02
2025-06-18,CMP_COV_BGP_ESSD8401,709,635,769,74,134,1.83,414.65,0.18,0.08,0.09,1.58,4.24,79.19,0.03,0.06,0.02
2025-06-18,CMP_MKT_BGPURGENCIAS_ESSD8401,7,7,106,0,99,0.66,484.64,5.42,0.01,0.0,0.04,0.0,96.59,0.02,0.04,0.01
2025-06-18,CMP_MKT_BGP_ESSD8401,1178,1117,1630,61,513,2.29,458.65,3.91,0.02,0.07,1.79,3.95,98.27,0.04,0.07,0.03
2025-06-19,CMP_COV_BGPURGENCIAS_ESSD8401,24,14,44,10,30,0.14,406.24,0.29,0.05,0.01,0.05,28.67,62.89,0.04,0.25,0.03
2025-06-19,CMP_COV_BGP_ESSD8401,624,571,716,53,145,1.81,430.3,0.65,0.08,0.07,1.57,3.95,87.84,0.03,0.06,0.02
2025-06-19,CMP_MKT_BGPURGENCIAS_ESSD8401,1,1,135,0,134,1.01,488.5,6.07,0.02,0.0,0.02,0.0,97.46,0.02,0.06,0.02
2025-06-19,CMP_MKT_BGP_ESSD8401,973,936,1547,37,611,1.99,455.25,3.98,0.02,0.05,1.45,1.83,98.04,0.04,0.06,0.03
2025-06-20,CMP_COV_BGPURGENCIAS_ESSD8401,19,16,74,3,58,0.2,415.27,0.1,0.05,0.01,0.06,16.67,66.62,0.03,0.0,0.02
2025-06-20,CMP_COV_BGP_ESSD8401,564,519,653,45,134,1.64,407.35,0.02,0.08,0.07,1.4,3.82,80.48,0.03,0.06,0.02
2025-06-20,CMP_MKT_BGPURGENCIAS_ESSD8401,0,0,179,0,179,1.04,426.33,6.35,0.0,0.0,0.0,0.0,99.68,0.02,0.0,0.0
2025-06-20,CMP_MKT_BGP_ESSD8401,883,845,1427,38,582,1.88,420.38,3.96,0.03,0.05,1.33,2.13,98.65,0.04,0.05,0.02
2025-06-23,CMP_COV_BGPURGENCIAS_ESSD8401,29,21,22,8,1,0.08,433.17,0.44,0.02,0.01,0.07,21.97,82.21,0.05,0.25,0.04
2025-06-23,CMP_COV_BGP_ESSD8401,743,669,878,74,209,2.14,436.2,0.77,0.07,0.09,1.79,4.62,91.01,0.03,0.06,0.02
2025-06-23,CMP_MKT_BGPURGENCIAS_ESSD8401,2,2,40,0,38,0.2,465.58,5.86,0.01,0.0,0.02,0.0,92.32,0.03,0.04,0.02
2025-06-23,CMP_MKT_BGP_ESSD8401,1180,1107,1868,73,760,2.4,469.93,4.16,0.03,0.07,1.69,6.95,97.32,0.03,0.08,0.03
2025-06-24,CMP_COV_BGPURGENCIAS_ESSD8401,29,17,17,12,0,0.05,431.75,0.05,0.05,0.01,0.05,31.52,59.59,0.03,0.0,0.03
2025-06-24,CMP_COV_BGP_ESSD8401,671,615,753,56,138,1.46,427.08,0.56,0.05,0.06,1.27,8.59,84.47,0.03,0.0,0.02
2025-06-24,CMP_MKT_BGPURGENCIAS_ESSD8401,8,7,142,1,135,0.67,470.25,4.95,0.01,0.0,0.05,25.0,73.78,0.02,0.0,0.02
2025-06-24,CMP_MKT_BGP_ESSD8401,742,711,1299,31,588,1.96,461.18,4.16,0.03,0.05,1.37,3.51,97.81,0.04,0.08,0.03
2025-06-25,CMP_COV_BGPURGENCIAS_ESSD8401,38,26,26,12,0,0.07,410.69,0.26,0.07,0.01,0.06,26.36,59.42,0.02,0.0,0.02
2025-06-25,CMP_COV_BGP_ESSD8401,710,629,784,81,155,1.79,412.87,0.11,0.08,0.08,1.57,10.14,84.47,0.03,0.06,0.02
2025-06-25,CMP_MKT_BGPURGENCIAS_ESSD8401,0,0,247,0,247,1.35,485.03,6.84,0.01,0.0,0.0,0.0,99.52,0.02,0.0,0.0
2025-06-25,CMP_MKT_BGP_ESSD8401,1124,1061,1657,63,596,2.52,470.82,3.86,0.04,0.08,1.87,3.8,96.38,0.04,0.08,0.04
2025-06-26,CMP_COV_BGPURGENCIAS_ESSD8401,37,24,24,13,0,0.1,433.68,0.36,0.04,0.01,0.1,31.79,71.15,0.04,0.0,0.04
2025-06-26,CMP_COV_BGP_ESSD8401,688,629,821,59,192,1.99,416.96,0.81,0.08,0.08,1.74,4.02,87.09,0.03,0.06,0.02
2025-06-26,CMP_MKT_BGPURGENCIAS_ESSD8401,0,0,184,0,184,0.82,484.04,7.05,0.01,0.0,0.0,0.0,95.62,0.01,0.0,0.0
2025-06-26,CMP_MKT_BGP_ESSD8401,1104,1059,1642,45,583,2.34,468.09,3.83,0.02,0.07,1.77,4.82,98.94,0.04,0.09,0.04
2025-06-27,CMP_COV_BGPURGENCIAS_ESSD8401,32,22,22,10,0,0.08,412.03,0.53,0.03,0.01,0.07,26.97,67.9,0.04,0.24,0.04
2025-06-27,CMP_COV_BGP_ESSD8401,563,518,746,45,228,1.49,399.11,0.99,0.09,0.06,1.22,3.14,87.94,0.03,0.06,0.02
2025-06-27,CMP_MKT_BGPURGENCIAS_ESSD8401,0,0,162,0,162,1.04,435.11,6.87,0.0,0.0,0.0,0.0,99.66,0.03,0.0,0.0
2025-06-27,CMP_MKT_BGP_ESSD8401,868,835,1534,33,699,2.04,422.04,3.45,0.02,0.06,1.41,2.14,99.08,0.04,0.07,0.03
2025-06-30,CMP_COV_BGPURGENCIAS_ESSD8401,37,26,95,11,69,0.17,437.73,0.51,0.05,0.01,0.06,30.56,62.41,0.02,0.0,0.02
2025-06-30,CMP_COV_BGP_ESSD8401,698,622,830,76,208,1.94,434.23,0.93,0.09,0.08,1.64,4.43,86.68,0.03,0.06,0.02
2025-06-30,CMP_MKT_BGPURGENCIAS_ESSD8401,6,5,104,1,99,0.37,454.35,6.39,0.32,0.0,0.02,3.33,80.05,0.03,0.05,0.01
2025-06-30,CMP_MKT_BGP_ESSD8401,1186,1132,1954,54,822,2.64,474.71,4.25,0.02,0.08,1.87,3.43,99.17,0.03,0.06,0.03
2025-07-01,CMP_COV_BGPURGENCIAS_ESSD8401,31,22,65,9,43,0.17,425.17,0.31,0.05,0.01,0.08,19.79,68.45,0.03,0.21,0.03
2025-07-01,CMP_COV_BGP_ESSD8401,608,529,819,79,290,1.65,413.05,1.48,0.07,0.06,1.27,4.66,90.05,0.03,0.06,0.02
2025-07-01,CMP_MKT_BGPURGENCIAS_ESSD8401,11,10,194,1,184,0.79,424.67,5.29,0.01,0.0,0.08,3.33,98.77,0.02,0.08,0.03
2025-07-01,CMP_MKT_BGP_ESSD8401,1347,1289,1858,58,568,2.61,466.54,3.6,0.03,0.08,2.02,2.59,97.99,0.04,0.07,0.03
2025-07-02,CMP_COV_BGPURGENCIAS_ESSD8401,26,21,45,5,24,0.14,406.68,0.26,0.02,0.01,0.08,11.33,74.53,0.04,0.15,0.03
2025-07-02,CMP_COV_BGP_ESSD8401,626,537,746,89,209,1.95,389.39,0.5,0.08,0.07,1.58,6.02,90.19,0.03,0.06,0.02
2025-07-02,CMP_MKT_BGPURGENCIAS_ESSD8401,6,6,167,0,161,0.41,465.61,4.18,0.01,0.0,0.03,0.0,91.14,0.02,0.06,0.01
2025-07-02,CMP_MKT_BGP_ESSD8401,1335,1253,1919,82,666,2.62,467.33,3.68,0.04,0.08,1.95,4.81,98.78,0.04,0.09,0.03
2025-07-03,CMP_COV_BGPURGENCIAS_ESSD8401,28,23,78,5,55,0.15,406.97,0.36,0.1,0.01,0.06,15.83,80.53,0.03,0.17,0.03
2025-07-03,CMP_COV_BGP_ESSD8401,600,517,757,83,240,1.7,403.98,1.15,0.15,0.06,1.39,5.38,86.86,0.03,0.05,0.02
2025-07-03,CMP_MKT_BGPURGENCIAS_ESSD8401,10,10,196,0,186,0.78,489.72,4.78,0.01,0.0,0.11,0.0,98.68,0.02,0.08,0.04
2025-07-03,CMP_MKT_BGP_ESSD8401,1252,1193,1718,59,525,2.57,470.02,3.51,0.02,0.08,2.01,5.24,99.19,0.04,0.09,0.04
2025-07-04,CMP_COV_BGPURGENCIAS_ESSD8401,27,17,50,10,33,0.15,397.21,0.29,0.02,0.01,0.05,28.17,77.59,0.03,0.16,0.03
2025-07-04,CMP_COV_BGP_ESSD8401,567,495,677,72,181,1.62,398.21,0.31,0.04,0.07,1.31,4.58,92.42,0.03,0.05,0.02
2025-07-04,CMP_MKT_BGPURGENCIAS_ESSD8401,9,8,170,1,162,0.76,414.59,5.19,0.01,0.0,0.08,3.33,96.11,0.04,0.04,0.02
2025-07-04,CMP_MKT_BGP_ESSD8401,1050,992,1598,58,606,2.25,424.38,3.38,0.02,0.07,1.66,7.32,99.02,0.04,0.0,0.03
2025-07-07,CMP_COV_BGPURGENCIAS_ESSD8401,22,19,59,3,40,0.15,416.77,0.72,0.05,0.0,0.06,10.0,74.49,0.03,0.14,0.03
2025-07-07,CMP_COV_BGP_ESSD8401,875,787,962,88,174,1.98,426.52,0.77,0.11,0.07,1.7,9.99,84.54,0.03,0.05,0.02
2025-07-07,CMP_MKT_BGPURGENCIAS_ESSD8401,6,6,74,0,68,0.4,506.3,5.17,1.43,0.0,0.04,0.0,56.73,0.02,0.05,0.01
2025-07-07,CMP_MKT_BGP_ESSD8401,1240,1147,1891,93,744,2.42,475.73,3.79,0.05,0.08,1.74,8.02,93.39,0.03,0.0,0.03
2025-07-08,CMP_COV_BGPURGENCIAS_ESSD8401,13,9,37,4,28,0.15,389.93,0.39,0.03,0.0,0.06,23.81,66.01,0.03,0.0,0.03
2025-07-08,CMP_COV_BGP_ESSD8401,763,664,810,99,146,2.09,404.07,0.73,0.09,0.08,1.81,6.12,89.95,0.04,0.06,0.02
2025-07-08,CMP_MKT_BGPURGENCIAS_ESSD8401,3,3,110,0,107,0.82,584.3,5.79,0.39,0.0,0.03,0.0,71.87,0.03,0.02,0.01
2025-07-08,CMP_MKT_BGP_ESSD8401,1190,1118,1843,72,725,2.59,466.19,3.88,0.02,0.08,1.9,4.89,98.15,0.04,0.08,0.03
2025-07-09,CMP_COV_BGPURGENCIAS_ESSD8401,17,10,40,7,30,0.13,418.13,0.43,0.02,0.0,0.03,25.0,71.56,0.03,0.0,0.03
2025-07-09,CMP_COV_BGP_ESSD8401,775,700,850,75,150,2.06,421.19,0.73,0.1,0.08,1.83,4.65,90.31,0.03,0.06,0.02
2025-07-09,CMP_MKT_BGPURGENCIAS_ESSD8401,9,9,101,0,92,0.94,635.52,3.25,0.0,0.01,0.18,0.0,99.85,0.02,0.12,0.04
2025-07-09,CMP_MKT_BGP_ESSD8401,1017,956,1811,61,855,2.32,467.73,4.12,0.02,0.07,1.53,6.86,95.36,0.03,0.0,0.03
2025-07-10,CMP_COV_BGPURGENCIAS_ESSD8401,18,13,61,5,48,0.2,386.18,0.45,0.05,0.0,0.06,20.24,59.53,0.03,0.17,0.03
2025-07-10,CMP_COV_BGP_ESSD8401,584,544,658,40,114,1.77,394.11,0.76,0.08,0.05,1.53,3.17,88.64,0.03,0.04,0.02
2025-07-10,CMP_MKT_BGPURGENCIAS_ESSD8401,6,6,165,0,159,0.76,521.42,6.37,0.0,0.0,0.04,0.0,97.65,0.01,0.05,0.01
2025-07-10,CMP_MKT_BGP_ESSD8401,1121,1096,1798,25,702,2.38,465.16,3.56,0.02,0.07,1.74,1.29,97.66,0.04,0.07,0.03
2025-07-11,CMP_COV_BGPURGENCIAS_ESSD8401,24,21,60,3,39,0.15,405.8,0.93,0.03,0.01,0.06,10.33,77.1,0.03,0.16,0.02
2025-07-11,CMP_COV_BGP_ESSD8401,587,524,760,63,235,1.88,405.44,0.75,0.09,0.07,1.53,11.59,89.04,0.03,0.06,0.02
2025-07-11,CMP_MKT_BGPURGENCIAS_ESSD8401,4,3,189,1,186,1.0,382.02,4.71,0.01,0.0,0.03,8.33,97.44,0.01,0.06,0.01
2025-07-11,CMP_MKT_BGP_ESSD8401,967,916,1658,51,742,2.07,429.2,3.49,0.04,0.06,1.43,2.24,96.03,0.03,0.08,0.03
2025-07-14,CMP_COV_BGPURGENCIAS_ESSD8401,31,21,81,10,60,0.22,414.82,0.59,0.03,0.01,0.07,21.43,71.18,0.03,0.0,0.03
2025-07-14,CMP_COV_BGP_ESSD8401,840,753,1000,87,247,2.08,424.93,0.83,0.06,0.09,1.74,4.45,89.86,0.03,0.06,0.02
2025-07-14,CMP_MKT_BGPURGENCIAS_ESSD8401,4,4,177,0,173,1.08,525.11,6.35,0.0,0.0,0.07,0.0,90.09,0.02,0.02,0.02
2025-07-14,CMP_MKT_BGP_ESSD8401,1263,1174,2009,89,835,2.43,457.76,4.51,0.03,0.08,1.7,3.64,98.95,0.03,0.07,0.02
2025-07-15,CMP_COV_BGPURGENCIAS_ESSD8401,22,16,82,6,66,0.17,414.49,0.22,0.09,0.01,0.05,24.17,73.25,0.03,0.21,0.03
2025-07-15,CMP_COV_BGP_ESSD8401,759,648,773,111,125,2.16,419.94,0.15,0.09,0.09,1.9,6.56,88.56,0.04,0.06,0.02
2025-07-15,CMP_MKT_BGPURGENCIAS_ESSD8401,13,13,159,0,146,1.05,524.94,5.43,0.0,0.01,0.15,0.0,99.73,0.02,0.07,0.04
2025-07-15,CMP_MKT_BGP_ESSD8401,1175,1099,1769,76,670,2.58,463.69,4.02,0.04,0.09,1.87,3.82,95.31,0.03,0.08,0.03
2025-07-18,CMP_COV_BGPURGENCIAS_ESSD8401,21,15,57,6,42,0.14,391.39,0.89,0.03,0.0,0.05,20.0,75.33,0.03,0.2,0.03
2025-07-18,CMP_COV_BGP_ESSD8401,506,453,696,53,243,1.63,404.09,1.1,0.05,0.06,1.25,3.06,86.01,0.03,0.04,0.01
2025-07-18,CMP_MKT_BGPURGENCIAS_ESSD8401,13,13,75,0,62,0.52,406.83,1.99,0.0,0.01,0.17,0.0,99.35,0.03,0.06,0.03
2025-07-18,CMP_MKT_BGP_ESSD8401,969,916,1650,53,734,2.23,418.19,3.14,0.11,0.06,1.53,3.8,96.88,0.04,0.07,0.03
2025-07-21,CMP_COV_BGPURGENCIAS_ESSD8401,40,22,71,18,49,0.13,423.11,0.35,0.11,0.01,0.06,43.43,55.26,0.02,0.0,0.02
2025-07-21,CMP_COV_BGP_ESSD8401,634,560,715,74,155,1.79,444.61,1.08,0.14,0.06,1.54,10.68,75.65,0.03,0.0,0.01
2025-07-21,CMP_MKT_BGPURGENCIAS_ESSD8401,14,10,194,4,184,0.94,466.27,3.88,0.01,0.01,0.1,20.0,98.11,0.03,0.26,0.03
2025-07-21,CMP_MKT_BGP_ESSD8401,1405,1294,1969,111,675,2.61,465.12,3.62,0.07,0.08,2.0,5.51,96.9,0.04,0.08,0.03
2025-07-22,CMP_COV_BGPURGENCIAS_ESSD8401,31,20,62,11,42,0.15,444.1,0.16,0.01,0.01,0.06,25.24,87.82,0.03,0.25,0.02
2025-07-22,CMP_COV_BGP_ESSD8401,522,487,613,35,125,2.06,422.79,0.1,0.08,0.07,1.77,2.9,96.09,0.04,0.05,0.02
2025-07-22,CMP_MKT_BGPURGENCIAS_ESSD8401,10,10,297,0,287,0.94,492.68,5.96,0.0,0.0,0.03,0.0,99.59,0.02,0.09,0.01
2025-07-22,CMP_MKT_BGP_ESSD8401,1305,1236,1778,69,541,2.53,467.02,3.38,0.06,0.08,1.98,4.47,98.26,0.04,0.09,0.03
2025-07-23,CMP_COV_BGPURGENCIAS_ESSD8401,30,20,55,10,35,0.11,418.39,0.2,0.05,0.01,0.06,22.42,72.8,0.03,0.22,0.03
2025-07-23,CMP_COV_BGP_ESSD8401,572,526,657,46,131,2.02,434.0,0.81,0.09,0.07,1.71,3.44,89.02,0.03,0.05,0.02
2025-07-23,CMP_MKT_BGPURGENCIAS_ESSD8401,20,11,136,9,125,0.58,468.49,3.87,0.0,0.01,0.08,27.08,94.48,0.02,0.0,0.01
2025-07-23,CMP_MKT_BGP_ESSD8401,1348,1236,2055,112,819,2.75,466.92,3.33,0.05,0.09,1.99,5.23,98.7,0.04,0.09,0.03
2025-07-24,CMP_COV_BGPURGENCIAS_ESSD8401,44,27,68,17,41,0.15,414.71,0.27,0.05,0.01,0.08,29.86,63.49,0.03,0.0,0.03
2025-07-24,CMP_COV_BGP_ESSD8401,512,487,623,25,136,1.9,444.91,0.86,0.06,0.06,1.61,2.06,86.74,0.03,0.04,0.02
2025-07-24,CMP_MKT_BGPURGENCIAS_ESSD8401,4,4,102,0,98,0.42,480.51,5.92,0.0,0.0,0.03,0.0,98.78,0.03,0.04,0.01
2025-07-24,CMP_MKT_BGP_ESSD8401,1119,1056,1836,63,780,2.12,467.33,3.56,0.05,0.06,1.5,11.08,94.85,0.04,0.09,0.03
2025-07-25,CMP_COV_BGPURGENCIAS_ESSD8401,17,14,28,3,14,0.11,406.93,0.09,0.05,0.0,0.07,12.5,79.97,0.03,0.15,0.03
2025-07-25,CMP_COV_BGP_ESSD8401,330,306,389,24,83,1.39,423.35,0.29,0.08,0.05,1.22,12.63,84.93,0.03,0.06,0.02
2025-07-25,CMP_MKT_BGPURGENCIAS_ESSD8401,14,11,80,3,69,0.31,425.56,3.05,0.0,0.01,0.08,24.4,98.29,0.02,0.2,0.02
2025-07-25,CMP_MKT_BGP_ESSD8401,631,595,1347,36,752,1.64,421.41,3.03,0.01,0.05,0.94,7.22,95.35,0.03,0.08,0.03
2025-07-28,CMP_COV_BGPURGENCIAS_ESSD8401,28,16,62,12,46,0.12,397.64,0.43,0.06,0.01,0.04,32.14,55.47,0.02,0.0,0.02
2025-07-28,CMP_COV_BGP_ESSD8401,608,580,733,28,153,2.16,419.92,0.4,0.08,0.06,1.87,3.4,86.24,0.03,0.05,0.02
2025-07-28,CMP_MKT_BGPURGENCIAS_ESSD8401,6,6,189,0,183,0.57,479.79,4.92,0.0,0.0,0.05,0.0,99.15,0.03,0.08,0.03
2025-07-28,CMP_MKT_BGP_ESSD8401,1353,1256,1779,97,523,2.67,462.65,3.23,0.07,0.09,2.07,4.51,97.31,0.04,0.09,0.04
2025-07-29,CMP_COV_BGPURGENCIAS_ESSD8401,22,18,63,4,45,0.19,414.69,0.35,0.03,0.0,0.07,16.67,71.96,0.04,0.0,0.03
2025-07-29,CMP_COV_BGP_ESSD8401,561,508,705,53,197,1.9,434.99,0.5,0.06,0.07,1.55,4.15,93.17,0.03,0.06,0.02
2025-07-29,CMP_MKT_BGPURGENCIAS_ESSD8401,5,3,54,2,51,0.18,489.3,6.64,0.03,0.0,0.02,10.0,81.44,0.02,0.08,0.01
2025-07-29,CMP_MKT_BGP_ESSD8401,1243,1178,1899,65,721,2.15,465.33,3.66,0.02,0.07,1.69,4.6,96.8,0.04,0.08,0.04
2025-07-30,CMP_COV_BGPURGENCIAS_ESSD8401,10,7,23,3,16,0.07,377.9,0.48,0.05,0.0,0.02,27.78,47.25,0.02,0.0,0.02
2025-07-30,CMP_COV_BGP_ESSD8401,588,534,749,54,215,1.84,401.84,1.11,0.07,0.06,1.52,3.72,90.31,0.03,0.05,0.02
2025-07-30,CMP_MKT_BGPURGENCIAS_ESSD8401,8,7,244,1,237,1.11,498.66,2.95,0.0,0.01,0.05,8.33,99.88,0.02,0.1,0.02
